key	enrichment_score	unadjusted_p_value	adjusted_q_value	associated_groups	accession	function	p_Control	N_Control	p_Jelly	N_Jelly
func_31ea443b0ba5	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER0213288	family_S9_unassigned_peptidases_(Nitrococcus_mobilis)_[S09.UPW]	0	37	0.025	40
func_320529df01f4	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER1000891	family_S9_unassigned_peptidases_(Vibrio_tubiashii)_[S09.UPW]	0	37	0.025	40
func_3212de1d994c	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER0113139	pappalysin-2_(Bos_taurus)_[M43.005]	0	37	0.025	40
func_3228edb728d0	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER0244842	ES1_protein_homolog,_mitochondrial_(Aeromonas_veronii)_[C56.975]	0	37	0.025	40
func_3265804f3beb	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER0062373	_(Oceanicola_batsensis)_[G05.UPW]	0	37	0.025	40
func_3267853fc969	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER0813603	family_M1_unassigned_peptidases_(Thalassomonas_viridans)_[M01.UPW]	0	37	0.025	40
func_327581260dd7	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER0083247	alanyl_aminopeptidase_(bacterial-type)_(Maritimibacter_alkaliphilus)_[M01.005]	0	37	0.025	40
func_328746e4c795	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER0088096	subfamily_M23B_unassigned_peptidases_(Stenotrophomonas_maltophilia)_[M23.UPB]	0	37	0.025	40
func_32b429b2b2c1	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER0999579	subfamily_S9B_non-peptidase_homologues_(Pseudoalteromonas_luteoviolacea)_[S09.UNB]	0	37	0.025	40
func_32be4db4b717	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER0093659	Mername-AA306_protein_(Marinomonas_sp._MWYL1)_[M19.950]	0	37	0.025	40
func_32d1a3d27238	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER0452689	spr_peptidase_(Vibrio_nigripulchritudo)_[C40.004]	0	37	0.025	40
func_32d4b34b59f2	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER0895080	subfamily_M50B_unassigned_peptidases_(Pseudoalteromonas_luteoviolacea)_[M50.UPB]	0	37	0.025	40
func_32da8b60e422	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER0055862	subfamily_M14D_unassigned_peptidases_(Pseudoalteromonas_atlantica)_[M14.UPD]	0	37	0.025	40
func_333d95e1b3e5	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER0465234	family_M1_unassigned_peptidases_(Gillisia_limnaea)_[M01.UPW]	0	37	0.025	40
func_335ce4a74b20	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER0717395	family_C39_non-peptidase_homologues_(Shewanella_sp._YQH10)_[C39.UNW]	0	37	0.025	40
func_3394f78935e6	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER0083169	subfamily_S8A_unassigned_peptidases_(Vibrio_splendidus)_[S08.UPA]	0	37	0.025	40
func_33a85c4b4bb5	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER0408614	subfamily_S1C_unassigned_peptidases_(Pseudoalteromonas_piscicida)_[S01.UPC]	0	37	0.025	40
func_33aec34534dc	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER0731128,MER0730827	family_C56_non-peptidase_homologues_(Pseudoalteromonas_piscicida)_[C56.UNW]	0	37	0.025	40
func_33c4e703c66b	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER0488538	subfamily_A1A_unassigned_peptidases_(Colwellia_psychrerythraea)_[A01.UPA]	0	37	0.025	40
func_33e5c75dbfba	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER0143570	cephalosporin_C_acylase_precursor_(Phaeobacter_gallaeciensis)_[S45.003]	0	37	0.025	40
func_33f19c2b55ce	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER0235135	subfamily_M23B_unassigned_peptidases_(Bacteroides_helcogenes)_[M23.UPB]	0	37	0.025	40
func_3424457214f7	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER0815303	family_M1_unassigned_peptidases_(Pseudoalteromonas_spongiae)_[M01.UPW]	0	37	0.025	40
func_347329c92245	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER1063754	cephalosporin_C_acylase_precursor_(Winogradskyella_psychrotolerans)_[S45.003]	0	37	0.025	40
func_34e4afe43c21	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER0240238	family_S11_unassigned_peptidases_(Cellulophaga_lytica)_[S11.UPW]	0	37	0.025	40
func_34efede5d5ff	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER0460262	family_C44_non-peptidase_homologues_(Glaciecola_punicea)_[C44.UNW]	0	37	0.025	40
func_351f8b51f92d	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER0241926	family_A32_unassigned_peptidases_(Glaciecola_sp._HTCC2999)_[A32.UPW]	0	37	0.025	40
func_354c7d6751ef	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER0213226	family_S33_unassigned_peptidases_(Ruegeria_lacuscaerulensis)_[S33.UPW]	0	37	0.025	40
func_355d8a3612b9	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER0240879	subfamily_M3A_unassigned_peptidases_(Bacteroides_salanitronis)_[M03.UPA]	0	37	0.025	40
func_359c3a4e8f2b	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER0089611	S-formylglutathione_hydrolase_FrmB_({Escherichi_coli})_(Shewanella_loihica)_[S09.940]	0	37	0.025	40
func_35a000ce3248	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER0442362	family_C26_unassigned_peptidases_(Oceanicola_sp._S124)_[C26.UPW]	0	37	0.025	40
func_35a62980a260	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER0240358	subfamily_M23B_unassigned_peptidases_(Cellulophaga_lytica)_[M23.UPB]	0	37	0.025	40
func_35a67a86b35f	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER0800250	family_I87_unassigned_peptidase_inhibitors_(Emticicia_oligotrophica)_[I87.UPW]	0	37	0.025	40
func_35a71f22257a	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER1044637	family_S24_unassigned_peptidases_(Ruegeria_sp._ANG-R)_[S24.UPW]	0	37	0.025	40
func_36103f720406	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER0504957	subfamily_M16B_non-peptidase_homologues_(Glaciecola_psychrophila)_[M16.UNB]	0	37	0.025	40
func_361248fa5364	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER1079342	family_S54_unassigned_peptidases_(Lachnoanaerobaculum_sp._ICM7)_[S54.UPW]	0	37	0.025	40
func_365ff49c9204	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER0217139,MER0216740	B1598_peptidase_()_[S01.260]	0	37	0.025	40
func_3681f93defbf	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER0626635	family_C110_unassigned_peptidases_(Tenacibaculum_sp._47A_GOM-205m)_[C110.UPW]	0	37	0.025	40
func_36c0f67f3c72	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER0089624	family_C44_unassigned_peptidases_(Shewanella_loihica)_[C44.UPW]	0	37	0.025	40
func_36d8f888c268	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER0087263	subfamily_M48C_unassigned_peptidases_(Shewanella_woodyi)_[M48.UPC]	0	37	0.025	40
func_36ecea964fc7	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER0472950	subfamily_M20A_unassigned_peptidases_(Pseudoalteromonas_sp._BSi20495)_[M20.UPA]	0	37	0.025	40
func_37067a937fb3	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER0057991	amidophosphoribosyltransferase_precursor_(Pseudoalteromonas_haloplanktis)_[C44.001]	0	37	0.025	40
func_37138997f8ee	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER0318896	methionyl_aminopeptidase_1_({Escherichia}-type)_(Marinobacterium_stanieri)_[M24.001]	0	37	0.025	40
func_3763c510e721	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER0889711	subfamily_M48C_unassigned_peptidases_(Pseudoalteromonas_rubra)_[M48.UPC]	0	37	0.025	40
func_37651f08bdc1	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER0158174	amidophosphoribosyltransferase_precursor_(Desulfobacterium_autotrophicum)_[C44.001]	0	37	0.025	40
func_377ba74711b8	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER0285643	subfamily_S41A_non-peptidase_homologues_(Bacteroides_forsythus)_[S41.UNA]	0	37	0.025	40
func_37a00bbd8e54	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER0323670	HslV_component_of_HslUV_peptidase_(Marinobacterium_stanieri)_[T01.006]	0	37	0.025	40
func_37ae575b9619	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER0214090	family_S33_non-peptidase_homologues_(Pseudomonas_mendocina)_[S33.UNW]	0	37	0.025	40
func_37b14d06ffac	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER0071185	SCO7095-type_peptidase_(Serratia_proteamaculans)_[S33.010]	0	37	0.025	40
func_37b346d4cc08	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER0721792	family_C40_unassigned_peptidases_(Pontibacter_korlensis)_[C40.UPW]	0	37	0.025	40
func_37c12added91	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER0386222	subfamily_M15D_unassigned_peptidases_(Pseudoalteromonas_citrea)_[M15.UPD]	0	37	0.025	40
func_37d79905ea0e	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER0231747	family_S33_non-peptidase_homologues_(Intrasporangium_calvum)_[S33.UNW]	0	37	0.025	40
func_37d932008019	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER0175674	AtFtsH10_peptidase_(Polaribacter_sp._MED152)_[M41.023]	0	37	0.025	40
func_37f80910cf20	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER1380714	_(Melghiribacillus_thermohalophilus)_[A39.UNW]	0	37	0.025	40
func_3838265efcc4	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER0089705	family_C56_non-peptidase_homologues_(Shewanella_loihica)_[C56.UNW]	0	37	0.025	40
func_38388021f750	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER0836053	subfamily_M14D_non-peptidase_homologues_(Flavobacterium_sp._CF136)_[M14.UND]	0	37	0.025	40
func_386a43a4f571	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER0393189	subfamily_M9A_unassigned_peptidases_(Pseudoalteromonas_citrea)_[M09.UPA]	0	37	0.025	40
func_38a4ac0b7f73	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER0930122	family_M17_unassigned_peptidases_(Chryseobacterium_sp._JM1)_[M17.UPW]	0	37	0.025	40
func_38d2254efcc1	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER0060849	HslV_component_of_HslUV_peptidase_(Reinekea_blandensis)_[T01.006]	0	37	0.025	40
func_38e5e1d7958d	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER0048785	family_M19_non-peptidase_homologues_(Colwellia_psychrerythraea)_[M19.UNW]	0	37	0.025	40
func_39042f553efc	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER0223730	phosphoribosylformylglycinamidine_synthase_()_[C56.972]	0	37	0.025	40
func_39366b43b052	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER0285699	subfamily_S9A_unassigned_peptidases_(Owenweeksia_hongkongensis)_[S09.UPA]	0	37	0.025	40
func_398148eb956a	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER0939662	_(Draconibacterium_orientale)_[G05.UPW]	0	37	0.025	40
func_3a441459f859	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER0086227	family_M48_unassigned_peptidases_(Pelagibaca_bermudensis)_[M48.UPW]	0	37	0.025	40
func_3a58cfa7edba	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER0062157	_()_[G05.004]	0	37	0.025	40
func_3a7f91694e92	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER0233652	HflC_(Vibrio_harveyi)_[I87.001]	0	37	0.025	40
func_3a85bd6edd25	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER1063855	family_S45_non-peptidase_homologues_(Sulfitobacter_sp._CB2047)_[S45.UNW]	0	37	0.025	40
func_3a9f3b02a55c	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER0283469	family_S9_non-peptidase_homologues_(Granulicella_mallensis)_[S09.UNW]	0	37	0.025	40
func_3aa5d67867b5	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER0371094	Xaa-His_dipeptidase_(Pseudoalteromonas_spongiae)_[M20.007]	0	37	0.025	40
func_3abdddbbe6b0	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER0211239	family_S33_unassigned_peptidases_(Cupriavidus_pinatubonensis)_[S33.UPW]	0	37	0.025	40
func_3acd523bded7	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER0902546	family_N6_non-lyase_homologues_(Pseudoalteromonas_sp._OCN003)_[N06.UNW]	0	37	0.025	40
func_3b2a27bc8da1	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER0096072	gamma-glutamyl_peptidase_1_({Arabidopsis_thaliana})_(Xanthobacter_autotrophicus)_[C26.A05]	0	37	0.025	40
func_3b4428f1099f	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER0285192	subfamily_M20B_unassigned_peptidases_(Niastella_koreensis)_[M20.UPB]	0	37	0.025	40
func_3b608b2b7c56	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER0091971	subfamily_M20B_unassigned_peptidases_(Shewanella_pealeana)_[M20.UPB]	0	37	0.025	40
func_3b68c5d93314	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER0109387	imelysin_(Roseobacter_sp._MED193)_[M75.001]	0	37	0.025	40
func_3b6b2dbda3eb	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER0204418	subfamily_M10A_unassigned_peptidases_(Caulobacter_segnis)_[M10.UPA]	0	37	0.025	40
func_3b96137ec3f6	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER1209332	subfamily_M10B_unassigned_peptidases_(Microvirga_sp._BSC39)_[M10.UPB]	0	37	0.025	40
func_3ba8352176ac	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER0175800	family_C56_non-peptidase_homologues_(Phaeobacter_gallaeciensis)_[C56.UNW]	0	37	0.025	40
func_3bba13da647d	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER0384856	PfpI_peptidase_(Pseudoalteromonas_piscicida)_[C56.001]	0	37	0.025	40
func_3bcdce55c1e8	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER0223599	alanyl_aminopeptidase_(bacterial-type)_(Halomonas_elongata)_[M01.005]	0	37	0.025	40
func_3bfbfefe49b6	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER0450152	CTP_synthetase_(Oceanicola_granulosus)_[C26.964]	0	37	0.025	40
func_3c191a34f685	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER0444489	imidazole_glycerol_phosphate_synthase_subunit_HisH_(Flavobacterium_psychrophilum)_[C26.965]	0	37	0.025	40
func_3c60bb1e4258	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER1123405	family_S85_unassigned_peptidases_(Yersinia_pestis)_[S85.UPW]	0	37	0.025	40
func_3c669c768c44	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER0626620	family_C110_unassigned_peptidases_(Tenacibaculum_ovolyticum)_[C110.UPW]	0	37	0.025	40
func_3c9d196e64ed	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER0051802	subfamily_S1C_unassigned_peptidases_(Shewanella_frigidimarina)_[S01.UPC]	0	37	0.025	40
func_3ca6c8a0d2e2	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER0452049	family_C26_non-peptidase_homologues_(Cronobacter_turicensis)_[C26.UNW]	0	37	0.025	40
func_3cfdd151fd34	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER0509077,MER0509067,MER0509043,MER0509074,MER0381182,MER0509082,MER0509071,MER0509079	family_S33_unassigned_peptidases_(Vibrio_nigripulchritudo)_[S33.UPW]	0	37	0.025	40
func_3cff4af222b9	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER0912926,MER0897037	family_C56_non-peptidase_homologues_(Pseudoalteromonas_sp._OCN003)_[C56.UNW]	0	37	0.025	40
func_3d06c5542cbf	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER0350917	family_S11_unassigned_peptidases_(Pseudoalteromonas_rubra)_[S11.UPW]	0	37	0.025	40
func_3d222b286676	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER0469492	subfamily_M15B_unassigned_peptidases_(Vibrio_nigripulchritudo)_[M15.UPB]	0	37	0.025	40
func_3d42711b7ddb	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER0181112	family_C56_non-peptidase_homologues_(Labrenzia_aggregata)_[C56.UNW]	0	37	0.025	40
func_3d4353371afe	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER0246006	family_C44_non-peptidase_homologues_(Glaciecola_sp._4H-3-7+YE-5)_[C44.UNW]	0	37	0.025	40
func_3d4b817a3c7c	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER0115162,MER0115105	family_S33_unassigned_peptidases_(Shewanella_pealeana)_[S33.UPW]	0	37	0.025	40
func_3d4c8df76f62	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER0381779	family_S33_unassigned_peptidases_(Pseudomonas_pseudoalcaligenes)_[S33.UPW]	0	37	0.025	40
func_3dbdcdea65c7	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER0930811	family_M17_unassigned_peptidases_(Pseudoalteromonas_flavipulchra)_[M17.UPW]	0	37	0.025	40
func_3de1044f7c86	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER0092324,MER0938496	_(Spirosoma_linguale)_[G05.UPW]	0	37	0.025	40
func_3e1e8bc00af2	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER1196696	family_M6_unassigned_peptidases_(Pseudoalteromonas_espejiana)_[M06.UPW]	0	37	0.025	40
func_3e3ccdf2f599	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER0065782	family_C56_non-peptidase_homologues_(Agrobacterium_tumefaciens)_[C56.UNW]	0	37	0.025	40
func_3e6b37231828	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER1072486	subfamily_S49C_non-peptidase_homologues_(Ralstonia_pickettii)_[S49.UNC]	0	37	0.025	40
func_3e6c00d4234a	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER0879510	family_M42_unassigned_peptidases_(Vibrio_sp._JCM_19232)_[M42.UPW]	0	37	0.025	40
func_3e85785c496f	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER0033658	S-formylglutathione_hydrolase_FrmB_({Escherichi_coli})_(Ochrobactrum_anthropi)_[S09.940]	0	37	0.025	40
func_3ef90b84cf62	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER0036744	ECAM_protein_({Escherichia_coli})_(Pseudomonas_syringae)_[I39.008]	0	37	0.025	40
func_3f0d971fd697	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER0209198	family_S9_non-peptidase_homologues_(Paenibacillus_larvae)_[S09.UNW]	0	37	0.025	40
func_3f8fbf9392ba	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER0362021	FtsH_peptidase_(Pseudoalteromonas_piscicida)_[M41.001]	0	37	0.025	40
func_3fb048ce73f0	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER0300618	FtsH_peptidase_(Glaciecola_sp._HTCC2999)_[M41.001]	0	37	0.025	40
func_3fb4ef447328	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER0083879	subfamily_M28E_unassigned_peptidases_(Pseudoalteromonas_tunicata)_[M28.UPE]	0	37	0.025	40
func_3fc03fd07f2a	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER0902239,MER0048765	family_M61_unassigned_peptidases_(Colwellia_psychrerythraea)_[M61.UPW]	0	37	0.025	40
func_3fc71a91aac2	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER0340277,MER0057369	family_M17_unassigned_peptidases_(Pseudoalteromonas_haloplanktis)_[M17.UPW]	0	37	0.025	40
func_402ec69c69e2	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER0065516	family_M14_non-peptidase_homologues_(Kangiella_koreensis)_[M14.UNW]	0	37	0.025	40
func_4037a92566ee	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER0061985	peptidase_Clp_(type_1)_(Polaribacter_dokdonensis)_[S14.001]	0	37	0.025	40
func_405a13f0dcb8	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER0092574	family_S33_unassigned_peptidases_(Aeromonas_salmonicida)_[S33.UPW]	0	37	0.025	40
func_406f62b79dc4	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER0140131	family_M19_unassigned_peptidases_(Robiginitalea_biformata)_[M19.UPW]	0	37	0.025	40
func_4128fe6b9356	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER0229989	HflC_(Loktanella_vestfoldensis)_[I87.001]	0	37	0.025	40
func_416df116ba67	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER0061236	family_S33_unassigned_peptidases_(Methylobacillus_flagellatus)_[S33.UPW]	0	37	0.025	40
func_423d249786d1	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER0314088	alpha-aspartyl_dipeptidase_(eukaryote)_(Imtechella_halotolerans)_[S51.002]	0	37	0.025	40
func_425587ffefc3	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER0107515	gamma-glutamyltransferase_1_(bacterial-type)_(Roseobacter_sp._SK209-2-6)_[T03.001]	0	37	0.025	40
func_428c0161c6b4	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER0789061	family_I51_unassigned_peptidase_inhibitors_(Halomonas_sp._GFAJ-1)_[I51.UPW]	0	37	0.025	40
func_42ba3b40ce04	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER0067556	subfamily_C60A_unassigned_peptidases_(Saccharophagus_degradans)_[C60.UPA]	0	37	0.025	40
func_42e50c0e16d3	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER0138291	UmuD_protein_(Vibrio_sp._AND4)_[S24.003]	0	37	0.025	40
func_43013e6f3d39	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER0324888	subfamily_S8A_unassigned_peptidases_(Alteromonas_mediterranea)_[S08.UPA]	0	37	0.025	40
func_430429aa76c4	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER0062954,MER0062957	subfamily_M48C_unassigned_peptidases_(Sulfitobacter_sp._NAS-14.1)_[M48.UPC]	0	37	0.025	40
func_431258dc134f	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER0465701,MER0469466	family_S12_unassigned_peptidases_(Pseudoalteromonas_sp._NJ631)_[S12.UPW]	0	37	0.025	40
func_43182d5cb1a1	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER0166528	subfamily_S1C_unassigned_peptidases_(Pseudoalteromonas_sp._BSi20439)_[S01.UPC]	0	37	0.025	40
func_432085d128f1	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER0921777	subfamily_M16B_unassigned_peptidases_(Bacteroides_graminisolvens)_[M16.UPB]	0	37	0.025	40
func_43265b342eb5	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER0017672	family_S12_unassigned_peptidases_(Methanosarcina_acetivorans)_[S12.UPW]	0	37	0.025	40
func_435c4ab04bf8	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER0272218	family_S33_non-peptidase_homologues_(Cyclobacterium_marinum)_[S33.UNW]	0	37	0.025	40
func_4360538f2b17	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER0873711	isoaspartyl_dipeptidase_(metallo-type)_()_[M38.001]	0	37	0.025	40
func_436e2d447cfe	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER1008091,MER1007947	family_S12_unassigned_peptidases_(Pseudoalteromonas_piscicida)_[S12.UPW]	0	37	0.025	40
func_43876413b93b	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER0060589	family_S33_non-peptidase_homologues_(Saccharomonospora_viridis)_[S33.UNW]	0	37	0.025	40
func_439de92409aa	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER0508730	subfamily_S8A_non-peptidase_homologues_(Ralstonia_solanacearum)_[S08.UNA]	0	37	0.025	40
func_43ec29ef570a	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER0234837	family_M20_unassigned_peptidases_(Mesorhizobium_ciceri)_[M20.UPW]	0	37	0.025	40
func_444269986af8	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER1322343	family_S16_unassigned_peptidases_(Pseudoalteromonas_sp._R3)_[S16.UPW]	0	37	0.025	40
func_4442e9652e48	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER0517641	subfamily_S1C_unassigned_peptidases_(Pantholops_hodgsonii)_[S01.UPC]	0	37	0.025	40
func_4453ad54f5fd	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER0285032	oligopeptidase_B_(Vibrio_sp._EJY3)_[S09.010]	0	37	0.025	40
func_44710952d1c2	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER0255508	family_S15_unassigned_peptidases_(Collimonas_fungivorans)_[S15.UPW]	0	37	0.025	40
func_44952aa7fd43	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER0272202	subfamily_S41A_unassigned_peptidases_(Cyclobacterium_marinum)_[S41.UPA]	0	37	0.025	40
func_4496be2a8549	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER0230150,MER0230175	family_M38_unassigned_peptidases_(Pseudoalteromonas_sp._SM9913)_[M38.UPW]	0	37	0.025	40
func_44c3660fbf38	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER0097604	PyrC_protein_({Escherichia_coli})_(Vibrio_fischeri)_[M38.A02]	0	37	0.025	40
func_44e4b712b4ba	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER0043857	family_S33_non-peptidase_homologues_(Chromobacterium_violaceum)_[S33.UNW]	0	37	0.025	40
func_45146ce0b153	0.9371712548283703	0.3330063858464357	0.4931282158537864	Jelly	MER0790438	family_I63_unassigned_peptidase_inhibitors_(Pelodiscus_sinensis)_[I63.UPW]	0	37	0.025	40
