MODULE	enrichment_score	unadjusted_p_value	adjusted_q_value	associated_groups	accession	sample_ids	p_Jelly	N_Jelly	p_Control	N_Control
NAD biosynthesis, aspartate => quinolinate => NAD	0.43839233845758124	0.5078994274656835	0.7054197216273415	Jelly	M00115	T4J_bin_24,T4J_bin_31,T4J_bin_19,T4J_bin_15,T4J_bin_28,T4J_bin_12,T4J_bin_33,T4J_bin_6,T4J_bin_8,T4J_bin_16,T4J_bin_18,T4J_bin_35,T4J_bin_34,T4J_bin_27,T4J_bin_5,T4J_bin_23,T4J_bin_25,T4C_bin_7,T4C_bin_28,T4C_bin_36,T4C_bin_19,T4C_bin_31,T4C_bin_25,T4C_bin_24,T4C_bin_20,T4C_bin_12,T4C_bin_33,T4C_bin_27,T4C_bin_5,T4C_bin_8	0.425	40	0.35135135135135137	37
F-type ATPase, prokaryotes and chloroplasts	0.4059553469441462	0.5240295834602013	0.7054197216273415	Control	M00157	T4J_bin_2,T4J_bin_30,T4J_bin_24,T4J_bin_17,T4J_bin_31,T4J_bin_14,T4J_bin_19,T4J_bin_32,T4J_bin_7,T4J_bin_11,T4J_bin_9,T4J_bin_1,T4J_bin_28,T4J_bin_21,T4J_bin_33,T4J_bin_29,T4J_bin_16,T4J_bin_3,T4J_bin_26,T4J_bin_36,T4J_bin_38,T4J_bin_5,T4C_bin_7,T4C_bin_36,T4C_bin_10,T4C_bin_3,T4C_bin_32,T4C_bin_37,T4C_bin_35,T4C_bin_19,T4C_bin_31,T4C_bin_34,T4C_bin_26,T4C_bin_11,T4C_bin_14,T4C_bin_20,T4C_bin_12,T4C_bin_33,T4C_bin_17,T4C_bin_18,T4C_bin_9,T4C_bin_2,T4C_bin_27,T4C_bin_15,T4C_bin_8	0.55	40	0.6216216216216216	37
Succinate dehydrogenase, prokaryotes	0.4059553469441462	0.5240295834602013	0.7054197216273415	Control	M00149	T4J_bin_2,T4J_bin_30,T4J_bin_17,T4J_bin_31,T4J_bin_14,T4J_bin_19,T4J_bin_32,T4J_bin_7,T4J_bin_11,T4J_bin_9,T4J_bin_1,T4J_bin_28,T4J_bin_12,T4J_bin_33,T4J_bin_6,T4J_bin_13,T4J_bin_37,T4J_bin_26,T4J_bin_34,T4J_bin_27,T4J_bin_38,T4J_bin_5,T4C_bin_7,T4C_bin_36,T4C_bin_10,T4C_bin_3,T4C_bin_29,T4C_bin_32,T4C_bin_37,T4C_bin_35,T4C_bin_19,T4C_bin_31,T4C_bin_21,T4C_bin_34,T4C_bin_25,T4C_bin_26,T4C_bin_14,T4C_bin_6,T4C_bin_24,T4C_bin_22,T4C_bin_33,T4C_bin_18,T4C_bin_9,T4C_bin_13,T4C_bin_5	0.55	40	0.6216216216216216	37
Cysteine biosynthesis, homocysteine + serine => cysteine	0.39821411435935733	0.5280130066918141	0.7054197216273415	Jelly	M00338	T4J_bin_2,T4J_bin_24,T4J_bin_32,T4J_bin_11,T4J_bin_9,T4C_bin_12,T4C_bin_27,T4C_bin_15	0.125	40	0.08108108108108109	37
Thiamine biosynthesis, archaea, AIR (+ NAD+) => TMP/TPP	0.39821411435935733	0.5280130066918141	0.7054197216273415	Jelly	M00896	T4J_bin_31,T4J_bin_28,T4J_bin_8,T4J_bin_37,T4J_bin_23,T4C_bin_36,T4C_bin_19,T4C_bin_33	0.125	40	0.08108108108108109	37
Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	0.3775340178940959	0.5389259518756521	0.7054197216273415	Control	M00011	T4J_bin_2,T4J_bin_30,T4J_bin_24,T4J_bin_17,T4J_bin_31,T4J_bin_14,T4J_bin_19,T4J_bin_15,T4J_bin_32,T4J_bin_7,T4J_bin_11,T4J_bin_1,T4J_bin_28,T4J_bin_12,T4J_bin_33,T4J_bin_6,T4J_bin_29,T4J_bin_8,T4J_bin_16,T4J_bin_13,T4J_bin_22,T4C_bin_7,T4C_bin_36,T4C_bin_10,T4C_bin_3,T4C_bin_29,T4C_bin_32,T4C_bin_37,T4C_bin_19,T4C_bin_31,T4C_bin_34,T4C_bin_25,T4C_bin_26,T4C_bin_11,T4C_bin_14,T4C_bin_6,T4C_bin_33,T4C_bin_17,T4C_bin_18,T4C_bin_9,T4C_bin_16,T4C_bin_13,T4C_bin_5	0.525	40	0.5945945945945946	37
Glutathione biosynthesis, glutamate => glutathione	0.3775340178940959	0.5389259518756521	0.7054197216273415	Control	M00118	T4J_bin_30,T4J_bin_17,T4J_bin_31,T4J_bin_19,T4J_bin_15,T4J_bin_7,T4J_bin_28,T4J_bin_12,T4J_bin_33,T4J_bin_6,T4J_bin_29,T4J_bin_4,T4J_bin_8,T4J_bin_13,T4J_bin_10,T4J_bin_22,T4J_bin_18,T4J_bin_35,T4J_bin_34,T4J_bin_27,T4J_bin_20,T4C_bin_7,T4C_bin_28,T4C_bin_36,T4C_bin_10,T4C_bin_3,T4C_bin_29,T4C_bin_32,T4C_bin_37,T4C_bin_31,T4C_bin_21,T4C_bin_34,T4C_bin_26,T4C_bin_11,T4C_bin_14,T4C_bin_6,T4C_bin_24,T4C_bin_22,T4C_bin_33,T4C_bin_1,T4C_bin_2,T4C_bin_13,T4C_bin_5	0.525	40	0.5945945945945946	37
Proline biosynthesis, glutamate => proline	0.3775340178940959	0.5389259518756521	0.7054197216273415	Control	M00015	T4J_bin_2,T4J_bin_30,T4J_bin_17,T4J_bin_31,T4J_bin_19,T4J_bin_7,T4J_bin_11,T4J_bin_9,T4J_bin_28,T4J_bin_21,T4J_bin_33,T4J_bin_6,T4J_bin_4,T4J_bin_8,T4J_bin_13,T4J_bin_10,T4J_bin_3,T4J_bin_22,T4J_bin_26,T4J_bin_27,T4J_bin_5,T4C_bin_7,T4C_bin_28,T4C_bin_36,T4C_bin_10,T4C_bin_3,T4C_bin_29,T4C_bin_32,T4C_bin_37,T4C_bin_35,T4C_bin_19,T4C_bin_31,T4C_bin_21,T4C_bin_34,T4C_bin_26,T4C_bin_6,T4C_bin_24,T4C_bin_33,T4C_bin_1,T4C_bin_16,T4C_bin_13,T4C_bin_4,T4C_bin_5	0.525	40	0.5945945945945946	37
Serine biosynthesis, glycerate-3P => serine	0.3303119414966025	0.5654754633329332	0.7054197216273415	Control	M00020	T4J_bin_30,T4J_bin_31,T4J_bin_19,T4J_bin_15,T4J_bin_7,T4J_bin_1,T4J_bin_28,T4J_bin_12,T4J_bin_21,T4J_bin_6,T4J_bin_29,T4J_bin_4,T4J_bin_37,T4J_bin_10,T4J_bin_22,T4J_bin_40,T4J_bin_26,T4J_bin_34,T4J_bin_23,T4C_bin_7,T4C_bin_28,T4C_bin_10,T4C_bin_3,T4C_bin_29,T4C_bin_32,T4C_bin_35,T4C_bin_19,T4C_bin_31,T4C_bin_21,T4C_bin_34,T4C_bin_25,T4C_bin_11,T4C_bin_14,T4C_bin_6,T4C_bin_22,T4C_bin_33,T4C_bin_23,T4C_bin_17,T4C_bin_1	0.475	40	0.5405405405405406	37
De novo pyrimidine biosynthesis, glutamine (+ PRPP) => UMP	0.31216274665309207	0.5763560601072454	0.7054197216273415	Control	M00051	T4J_bin_2,T4J_bin_30,T4J_bin_24,T4J_bin_17,T4J_bin_31,T4J_bin_14,T4J_bin_19,T4J_bin_7,T4J_bin_11,T4J_bin_9,T4J_bin_1,T4J_bin_28,T4J_bin_12,T4J_bin_21,T4J_bin_33,T4J_bin_6,T4J_bin_29,T4J_bin_4,T4J_bin_8,T4J_bin_16,T4J_bin_13,T4J_bin_3,T4J_bin_22,T4J_bin_40,T4J_bin_26,T4J_bin_18,T4J_bin_36,T4J_bin_25,T4C_bin_7,T4C_bin_28,T4C_bin_36,T4C_bin_10,T4C_bin_3,T4C_bin_29,T4C_bin_32,T4C_bin_37,T4C_bin_35,T4C_bin_19,T4C_bin_31,T4C_bin_21,T4C_bin_26,T4C_bin_11,T4C_bin_14,T4C_bin_6,T4C_bin_12,T4C_bin_23,T4C_bin_17,T4C_bin_18,T4C_bin_1,T4C_bin_2,T4C_bin_16,T4C_bin_13,T4C_bin_4,T4C_bin_15,T4C_bin_5,T4C_bin_8	0.7	40	0.7567567567567568	37
Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA	0.31216274665309085	0.576356060107246	0.7054197216273415	Jelly	M00741	T4J_bin_2,T4J_bin_30,T4J_bin_24,T4J_bin_17,T4J_bin_32,T4J_bin_7,T4J_bin_9,T4J_bin_21,T4J_bin_13,T4J_bin_3,T4J_bin_22,T4J_bin_26,T4C_bin_28,T4C_bin_3,T4C_bin_32,T4C_bin_37,T4C_bin_19,T4C_bin_31,T4C_bin_21,T4C_bin_26,T4C_bin_5	0.3	40	0.24324324324324328	37
PRPP biosynthesis, ribose 5P => PRPP	0.2984953612852571	0.5848272351948524	0.7054197216273415	Control	M00005	T4J_bin_2,T4J_bin_30,T4J_bin_24,T4J_bin_17,T4J_bin_31,T4J_bin_14,T4J_bin_19,T4J_bin_15,T4J_bin_32,T4J_bin_11,T4J_bin_9,T4J_bin_1,T4J_bin_28,T4J_bin_12,T4J_bin_33,T4J_bin_6,T4J_bin_29,T4J_bin_4,T4J_bin_8,T4J_bin_16,T4J_bin_13,T4J_bin_37,T4J_bin_3,T4J_bin_22,T4J_bin_26,T4J_bin_39,T4J_bin_18,T4J_bin_35,T4J_bin_34,T4J_bin_36,T4J_bin_38,T4J_bin_20,T4J_bin_5,T4J_bin_25,T4C_bin_7,T4C_bin_28,T4C_bin_36,T4C_bin_10,T4C_bin_3,T4C_bin_29,T4C_bin_32,T4C_bin_37,T4C_bin_35,T4C_bin_19,T4C_bin_31,T4C_bin_21,T4C_bin_34,T4C_bin_25,T4C_bin_26,T4C_bin_11,T4C_bin_14,T4C_bin_6,T4C_bin_24,T4C_bin_20,T4C_bin_12,T4C_bin_22,T4C_bin_33,T4C_bin_23,T4C_bin_17,T4C_bin_18,T4C_bin_9,T4C_bin_2,T4C_bin_13,T4C_bin_4,T4C_bin_15,T4C_bin_5,T4C_bin_8	0.85	40	0.8918918918918919	37
Adenine ribonucleotide degradation, AMP => Urate	0.27747747996736266	0.5983593522464641	0.7054197216273415	Jelly	M00958	T4J_bin_30,T4J_bin_17,T4J_bin_31,T4J_bin_15,T4J_bin_7,T4J_bin_1,T4J_bin_28,T4J_bin_12,T4J_bin_21,T4J_bin_33,T4J_bin_6,T4J_bin_29,T4J_bin_4,T4J_bin_8,T4J_bin_13,T4J_bin_10,T4J_bin_22,T4J_bin_26,T4J_bin_18,T4J_bin_35,T4J_bin_34,T4J_bin_27,T4J_bin_20,T4J_bin_23,T4C_bin_7,T4C_bin_28,T4C_bin_36,T4C_bin_10,T4C_bin_3,T4C_bin_29,T4C_bin_32,T4C_bin_19,T4C_bin_31,T4C_bin_21,T4C_bin_34,T4C_bin_25,T4C_bin_26,T4C_bin_11,T4C_bin_6,T4C_bin_24,T4C_bin_20,T4C_bin_33,T4C_bin_17,T4C_bin_13	0.6	40	0.5405405405405406	37
Lipoic acid biosynthesis, plants and bacteria, octanoyl-ACP => dihydrolipoyl-E2/H	0.27483864573516936	0.6001042816011222	0.7054197216273415	Control	M00881	T4J_bin_2,T4J_bin_30,T4J_bin_24,T4J_bin_17,T4J_bin_31,T4J_bin_14,T4J_bin_19,T4J_bin_15,T4J_bin_7,T4J_bin_9,T4J_bin_1,T4J_bin_28,T4J_bin_12,T4J_bin_21,T4J_bin_33,T4J_bin_6,T4J_bin_4,T4J_bin_8,T4J_bin_10,T4J_bin_3,T4J_bin_22,T4J_bin_26,T4J_bin_35,T4J_bin_27,T4J_bin_5,T4J_bin_23,T4J_bin_25,T4C_bin_7,T4C_bin_28,T4C_bin_36,T4C_bin_3,T4C_bin_29,T4C_bin_32,T4C_bin_19,T4C_bin_31,T4C_bin_25,T4C_bin_26,T4C_bin_11,T4C_bin_14,T4C_bin_6,T4C_bin_24,T4C_bin_20,T4C_bin_12,T4C_bin_22,T4C_bin_33,T4C_bin_23,T4C_bin_17,T4C_bin_2,T4C_bin_27,T4C_bin_30,T4C_bin_13,T4C_bin_4,T4C_bin_15,T4C_bin_8	0.675	40	0.7297297297297297	37
D-Galacturonate degradation (bacteria), D-galacturonate => pyruvate + D-glyceraldehyde 3P	0.2709157064006761	0.6027181692155795	0.7054197216273415	Jelly	M00631	T4J_bin_10,T4J_bin_27,T4C_bin_8	0.05	40	0.02702702702702703	37
F420 biosynthesis, archaea	0.2709157064006761	0.6027181692155795	0.7054197216273415	Jelly	M00378	T4J_bin_6,T4J_bin_37,T4C_bin_4	0.05	40	0.02702702702702703	37
Thiamine biosynthesis, prokaryotes, AIR (+ DXP/glycine) => TMP/TPP	0.2709157064006761	0.6027181692155795	0.7054197216273415	Jelly	M00895	T4J_bin_8,T4J_bin_37,T4C_bin_36	0.05	40	0.02702702702702703	37
UDP-L-FucNAm biosynthesis	0.2709157064006761	0.6027181692155795	0.7054197216273415	Jelly	M00923	T4J_bin_14,T4J_bin_32,T4C_bin_23	0.05	40	0.02702702702702703	37
Tryptophan biosynthesis, chorismate => tryptophan	0.26360117910492376	0.6076568209380737	0.7054197216273415	Jelly	M00023	T4J_bin_30,T4J_bin_31,T4J_bin_14,T4J_bin_19,T4J_bin_15,T4J_bin_32,T4J_bin_1,T4J_bin_28,T4J_bin_12,T4J_bin_21,T4J_bin_33,T4J_bin_6,T4J_bin_29,T4J_bin_4,T4J_bin_8,T4J_bin_13,T4J_bin_37,T4J_bin_10,T4J_bin_3,T4J_bin_40,T4J_bin_26,T4J_bin_34,T4J_bin_36,T4J_bin_5,T4J_bin_23,T4C_bin_7,T4C_bin_28,T4C_bin_36,T4C_bin_10,T4C_bin_29,T4C_bin_32,T4C_bin_19,T4C_bin_31,T4C_bin_21,T4C_bin_25,T4C_bin_26,T4C_bin_11,T4C_bin_14,T4C_bin_20,T4C_bin_22,T4C_bin_17,T4C_bin_18,T4C_bin_9,T4C_bin_2,T4C_bin_30,T4C_bin_15	0.625	40	0.5675675675675675	37
Assimilatory nitrate reduction, nitrate => ammonia	0.2549324340310585	0.6136232145778128	0.7054197216273415	Control	M00531	T4J_bin_12,T4J_bin_21,T4J_bin_6,T4C_bin_7,T4C_bin_28,T4C_bin_36,T4C_bin_1	0.075	40	0.10810810810810811	37
D-Glucuronate degradation, D-glucuronate => pyruvate + D-glyceraldehyde 3P	0.2549324340310585	0.6136232145778128	0.7054197216273415	Control	M00061	T4J_bin_17,T4J_bin_31,T4J_bin_14,T4C_bin_3,T4C_bin_21,T4C_bin_17,T4C_bin_8	0.075	40	0.10810810810810811	37
Nitrate assimilation	0.23218728346084505	0.6299067123395792	0.7054197216273415	Jelly	M00615	T4J_bin_31,T4J_bin_15,T4J_bin_12,T4J_bin_21,T4J_bin_6,T4J_bin_27,T4J_bin_20,T4C_bin_7,T4C_bin_28,T4C_bin_36,T4C_bin_24,T4C_bin_1	0.175	40	0.13513513513513514	37
KDO2-lipid A biosynthesis, Raetz pathway, non-LpxL-LpxM type	0.23116015338636614	0.630664923426803	0.7054197216273415	Jelly	M00866	T4J_bin_2,T4J_bin_30,T4J_bin_24,T4J_bin_17,T4J_bin_31,T4J_bin_14,T4J_bin_19,T4J_bin_15,T4J_bin_32,T4J_bin_7,T4J_bin_11,T4J_bin_9,T4J_bin_1,T4J_bin_28,T4J_bin_12,T4J_bin_21,T4J_bin_33,T4J_bin_6,T4J_bin_29,T4J_bin_4,T4J_bin_16,T4J_bin_13,T4J_bin_3,T4J_bin_26,T4J_bin_35,T4J_bin_34,T4J_bin_27,T4J_bin_5,T4C_bin_7,T4C_bin_28,T4C_bin_36,T4C_bin_3,T4C_bin_29,T4C_bin_32,T4C_bin_37,T4C_bin_31,T4C_bin_21,T4C_bin_34,T4C_bin_25,T4C_bin_26,T4C_bin_11,T4C_bin_6,T4C_bin_22,T4C_bin_33,T4C_bin_23,T4C_bin_17,T4C_bin_18,T4C_bin_2,T4C_bin_27,T4C_bin_13,T4C_bin_15,T4C_bin_8	0.7	40	0.6486486486486487	37
Thiamine salvage pathway, HMP/HET => TMP	0.22987104773013406	0.6316194611341662	0.7054197216273415	Control	M00899	T4J_bin_17,T4J_bin_31,T4J_bin_28,T4J_bin_23,T4C_bin_31,T4C_bin_21,T4C_bin_34,T4C_bin_6,T4C_bin_33	0.1	40	0.13513513513513514	37
Anoxygenic photosystem II	0.21677927932000673	0.6415049802901971	0.7054197216273415	Control	M00597	T4J_bin_30,T4J_bin_17,T4J_bin_7,T4J_bin_22,T4J_bin_26,T4C_bin_3,T4C_bin_31,T4C_bin_17,T4C_bin_16,T4C_bin_13,T4C_bin_5	0.125	40	0.16216216216216217	37
Ethylmalonyl pathway	0.21677927932000673	0.6415049802901971	0.7054197216273415	Control	M00373	T4J_bin_30,T4J_bin_17,T4J_bin_7,T4J_bin_21,T4J_bin_22,T4C_bin_28,T4C_bin_3,T4C_bin_31,T4C_bin_17,T4C_bin_1,T4C_bin_13	0.125	40	0.16216216216216217	37
Guanine ribonucleotide biosynthesis, IMP => GDP,GTP	0.21677927932000657	0.6415049802901972	0.7054197216273415	Jelly	M00050	T4J_bin_2,T4J_bin_30,T4J_bin_24,T4J_bin_17,T4J_bin_31,T4J_bin_14,T4J_bin_19,T4J_bin_15,T4J_bin_32,T4J_bin_7,T4J_bin_11,T4J_bin_9,T4J_bin_1,T4J_bin_28,T4J_bin_12,T4J_bin_21,T4J_bin_33,T4J_bin_6,T4J_bin_29,T4J_bin_4,T4J_bin_8,T4J_bin_16,T4J_bin_37,T4J_bin_10,T4J_bin_3,T4J_bin_22,T4J_bin_26,T4J_bin_39,T4J_bin_18,T4J_bin_35,T4J_bin_36,T4J_bin_20,T4J_bin_5,T4J_bin_23,T4J_bin_25,T4C_bin_7,T4C_bin_28,T4C_bin_36,T4C_bin_10,T4C_bin_3,T4C_bin_29,T4C_bin_32,T4C_bin_37,T4C_bin_35,T4C_bin_19,T4C_bin_31,T4C_bin_21,T4C_bin_34,T4C_bin_25,T4C_bin_26,T4C_bin_14,T4C_bin_6,T4C_bin_24,T4C_bin_20,T4C_bin_12,T4C_bin_22,T4C_bin_33,T4C_bin_23,T4C_bin_17,T4C_bin_18,T4C_bin_1,T4C_bin_16,T4C_bin_13,T4C_bin_4,T4C_bin_5,T4C_bin_8	0.875	40	0.8378378378378378	37
Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate	0.2119325925388284	0.6452568564863778	0.7054197216273415	Control	M00010	T4J_bin_17,T4J_bin_31,T4J_bin_19,T4J_bin_1,T4J_bin_28,T4J_bin_33,T4J_bin_34,T4J_bin_27,T4J_bin_5,T4C_bin_28,T4C_bin_32,T4C_bin_35,T4C_bin_31,T4C_bin_21,T4C_bin_25,T4C_bin_14,T4C_bin_20,T4C_bin_22,T4C_bin_33	0.225	40	0.2702702702702703	37
Nucleotide sugar biosynthesis, galactose => UDP-galactose	0.2103613220854783	0.6464843507899302	0.7054197216273415	Control	M00554	T4J_bin_14,T4J_bin_1,T4J_bin_33,T4J_bin_4,T4J_bin_18,T4J_bin_27,T4C_bin_32,T4C_bin_21,T4C_bin_26,T4C_bin_14,T4C_bin_23,T4C_bin_27,T4C_bin_5	0.15	40	0.1891891891891892	37
D-galactonate degradation, De Ley-Doudoroff pathway, D-galactonate => glycerate-3P	0.2081651380377063	0.6482093667928628	0.7054197216273415	Control	M00552	T4J_bin_30,T4J_bin_17,T4J_bin_31,T4J_bin_21,T4J_bin_4,T4J_bin_13,T4J_bin_27,T4C_bin_28,T4C_bin_3,T4C_bin_29,T4C_bin_21,T4C_bin_34,T4C_bin_26,T4C_bin_6,T4C_bin_1	0.175	40	0.21621621621621623	37
Glycine cleavage system	0.19375583344002673	0.6598088819231335	0.7054197216273415	Control	M00621	T4J_bin_2,T4J_bin_30,T4J_bin_24,T4J_bin_17,T4J_bin_31,T4J_bin_14,T4J_bin_15,T4J_bin_7,T4J_bin_11,T4J_bin_9,T4J_bin_12,T4J_bin_21,T4J_bin_33,T4J_bin_6,T4J_bin_10,T4J_bin_3,T4J_bin_22,T4J_bin_40,T4J_bin_26,T4J_bin_39,T4J_bin_34,T4J_bin_36,T4J_bin_27,T4J_bin_5,T4C_bin_7,T4C_bin_28,T4C_bin_3,T4C_bin_29,T4C_bin_32,T4C_bin_35,T4C_bin_19,T4C_bin_21,T4C_bin_34,T4C_bin_26,T4C_bin_14,T4C_bin_6,T4C_bin_20,T4C_bin_12,T4C_bin_22,T4C_bin_33,T4C_bin_17,T4C_bin_18,T4C_bin_9,T4C_bin_1,T4C_bin_2,T4C_bin_16,T4C_bin_13,T4C_bin_8	0.6	40	0.6486486486486487	37
Methionine biosynthesis, aspartate => homoserine => methionine	0.1937558334400264	0.6598088819231337	0.7054197216273415	Jelly	M00017	T4J_bin_30,T4J_bin_24,T4J_bin_17,T4J_bin_31,T4J_bin_19,T4J_bin_32,T4J_bin_7,T4J_bin_9,T4J_bin_1,T4J_bin_28,T4J_bin_33,T4J_bin_8,T4J_bin_26,T4J_bin_35,T4J_bin_27,T4J_bin_5,T4C_bin_7,T4C_bin_28,T4C_bin_10,T4C_bin_3,T4C_bin_32,T4C_bin_19,T4C_bin_26,T4C_bin_14,T4C_bin_12,T4C_bin_33,T4C_bin_23,T4C_bin_9,T4C_bin_27	0.4	40	0.35135135135135137	37
Betaine biosynthesis, choline => betaine	0.18498596085287963	0.667122941594333	0.7054197216273415	Jelly	M00555	T4J_bin_17,T4J_bin_31,T4J_bin_7,T4J_bin_28,T4J_bin_6,T4J_bin_13,T4J_bin_40,T4J_bin_34,T4C_bin_28,T4C_bin_3,T4C_bin_25,T4C_bin_24,T4C_bin_22,T4C_bin_17	0.2	40	0.16216216216216217	37
Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P	0.18498596085287963	0.667122941594333	0.7054197216273415	Jelly	M00308	T4J_bin_30,T4J_bin_17,T4J_bin_31,T4J_bin_14,T4J_bin_21,T4J_bin_33,T4J_bin_27,T4J_bin_5,T4C_bin_3,T4C_bin_31,T4C_bin_34,T4C_bin_26,T4C_bin_6,T4C_bin_1	0.2	40	0.16216216216216217	37
Gluconeogenesis, oxaloacetate => fructose-6P	0.18498596085287905	0.6671229415943336	0.7054197216273415	Control	M00003	T4J_bin_2,T4J_bin_30,T4J_bin_24,T4J_bin_17,T4J_bin_31,T4J_bin_14,T4J_bin_19,T4J_bin_15,T4J_bin_32,T4J_bin_7,T4J_bin_11,T4J_bin_9,T4J_bin_28,T4J_bin_12,T4J_bin_21,T4J_bin_33,T4J_bin_6,T4J_bin_29,T4J_bin_4,T4J_bin_8,T4J_bin_16,T4J_bin_13,T4J_bin_37,T4J_bin_10,T4J_bin_3,T4J_bin_26,T4J_bin_34,T4J_bin_27,T4J_bin_38,T4J_bin_20,T4J_bin_5,T4J_bin_25,T4C_bin_7,T4C_bin_28,T4C_bin_36,T4C_bin_10,T4C_bin_3,T4C_bin_29,T4C_bin_32,T4C_bin_37,T4C_bin_35,T4C_bin_19,T4C_bin_31,T4C_bin_34,T4C_bin_25,T4C_bin_26,T4C_bin_14,T4C_bin_6,T4C_bin_24,T4C_bin_12,T4C_bin_22,T4C_bin_33,T4C_bin_23,T4C_bin_17,T4C_bin_18,T4C_bin_9,T4C_bin_1,T4C_bin_16,T4C_bin_13,T4C_bin_4,T4C_bin_15,T4C_bin_5,T4C_bin_8	0.8	40	0.8378378378378378	37
C10-C20 isoprenoid biosynthesis, bacteria	0.13888325973421556	0.7093937366819021	0.7326725250082885	Jelly	M00364	T4J_bin_28,T4J_bin_20,T4J_bin_23,T4C_bin_35,T4C_bin_8	0.075	40	0.05405405405405406	37
Cytochrome o ubiquinol oxidase	0.13888325973421556	0.7093937366819021	0.7326725250082885	Jelly	M00417	T4J_bin_31,T4J_bin_28,T4J_bin_8,T4C_bin_25,T4C_bin_33	0.075	40	0.05405405405405406	37
Purine degradation, xanthine => urea	0.13888325973421556	0.7093937366819021	0.7326725250082885	Jelly	M00546	T4J_bin_31,T4J_bin_28,T4J_bin_6,T4C_bin_7,T4C_bin_24	0.075	40	0.05405405405405406	37
beta-Oxidation	0.126552227905007	0.7220339385831588	0.739991150214853	Jelly	M00087	T4J_bin_2,T4J_bin_31,T4J_bin_14,T4J_bin_32,T4J_bin_7,T4J_bin_11,T4J_bin_9,T4J_bin_28,T4J_bin_12,T4J_bin_33,T4J_bin_6,T4J_bin_8,T4J_bin_16,T4J_bin_13,T4J_bin_3,T4J_bin_22,T4J_bin_39,T4J_bin_34,T4J_bin_38,T4J_bin_25,T4C_bin_7,T4C_bin_28,T4C_bin_10,T4C_bin_29,T4C_bin_32,T4C_bin_37,T4C_bin_21,T4C_bin_34,T4C_bin_25,T4C_bin_26,T4C_bin_6,T4C_bin_24,T4C_bin_22,T4C_bin_33,T4C_bin_13,T4C_bin_5,T4C_bin_8	0.5	40	0.4594594594594595	37
Molybdenum cofactor biosynthesis, GTP => molybdenum cofactor	0.09255971091533727	0.7609478905294033	0.7739196761334073	Jelly	M00880	T4J_bin_30,T4J_bin_17,T4J_bin_31,T4J_bin_14,T4J_bin_19,T4J_bin_15,T4J_bin_32,T4J_bin_7,T4J_bin_1,T4J_bin_28,T4J_bin_12,T4J_bin_21,T4J_bin_33,T4J_bin_6,T4J_bin_4,T4J_bin_13,T4J_bin_10,T4J_bin_22,T4J_bin_40,T4J_bin_26,T4J_bin_27,T4J_bin_20,T4J_bin_25,T4C_bin_7,T4C_bin_28,T4C_bin_36,T4C_bin_10,T4C_bin_3,T4C_bin_29,T4C_bin_32,T4C_bin_37,T4C_bin_31,T4C_bin_21,T4C_bin_34,T4C_bin_25,T4C_bin_11,T4C_bin_14,T4C_bin_24,T4C_bin_33,T4C_bin_18,T4C_bin_1,T4C_bin_2,T4C_bin_13	0.575	40	0.5405405405405406	37
Cysteine biosynthesis, serine => cysteine	0.08324325292673575	0.7729494362107218	0.780170312129943	Jelly	M00021	T4J_bin_31,T4J_bin_15,T4J_bin_28,T4J_bin_33,T4J_bin_6,T4J_bin_4,T4J_bin_8,T4J_bin_37,T4J_bin_18,T4J_bin_27,T4J_bin_20,T4J_bin_5,T4C_bin_7,T4C_bin_35,T4C_bin_19,T4C_bin_31,T4C_bin_26,T4C_bin_24,T4C_bin_33,T4C_bin_23,T4C_bin_17,T4C_bin_2	0.3	40	0.2702702702702703	37
Guanine ribonucleotide degradation, GMP => Urate	0.059678061417213615	0.8070055028754325	0.8010636642685725	Control	M00959	T4J_bin_30,T4J_bin_17,T4J_bin_31,T4J_bin_15,T4J_bin_7,T4J_bin_28,T4J_bin_21,T4J_bin_6,T4J_bin_13,T4J_bin_22,T4J_bin_27,T4J_bin_20,T4J_bin_23,T4C_bin_7,T4C_bin_28,T4C_bin_10,T4C_bin_3,T4C_bin_29,T4C_bin_32,T4C_bin_21,T4C_bin_26,T4C_bin_11,T4C_bin_24,T4C_bin_17,T4C_bin_2,T4C_bin_13	0.325	40	0.35135135135135137	37
Cobalamin biosynthesis, cobyrinate a,c-diamide => cobalamin	0.05665688393635414	0.8118601021211242	0.8010636642685725	Jelly	M00122	T4J_bin_30,T4J_bin_17,T4J_bin_31,T4J_bin_15,T4J_bin_7,T4J_bin_28,T4J_bin_12,T4J_bin_6,T4J_bin_29,T4J_bin_8,T4J_bin_13,T4J_bin_10,T4J_bin_22,T4J_bin_34,T4C_bin_7,T4C_bin_28,T4C_bin_36,T4C_bin_10,T4C_bin_3,T4C_bin_29,T4C_bin_32,T4C_bin_21,T4C_bin_26,T4C_bin_24,T4C_bin_1,T4C_bin_13	0.35	40	0.32432432432432434	37
