MODULE	enrichment_score	unadjusted_p_value	adjusted_q_value	associated_groups	accession	sample_ids	p_Control	N_Control	p_Jelly	N_Jelly
Fatty acid biosynthesis, elongation	0.4812030101143834	0.48787790723013863	0.3773190835929402	Jelly	M00083	T3J_bin_6,T3J_bin_3,T3J_bin_8,T3J_bin_7,T3J_bin_16,T3J_bin_1,T3J_bin_2,T3J_bin_17,T3J_bin_11,T3J_bin_18,T3J_bin_13,T3J_bin_5,T3J_bin_10,T3J_bin_12,T3J_bin_14,T3C_bin_36,T3C_bin_11,T3C_bin_40,T3C_bin_14,T3C_bin_29,T3C_bin_9,T3C_bin_7,T3C_bin_16,T3C_bin_20,T3C_bin_41,T3C_bin_35,T3C_bin_21,T3C_bin_19,T3C_bin_2,T3C_bin_18,T3C_bin_32,T3C_bin_34,T3C_bin_1,T3C_bin_27,T3C_bin_31,T3C_bin_22,T3C_bin_28,T3C_bin_5,T3C_bin_8,T3C_bin_10,T3C_bin_38,T3C_bin_12,T3C_bin_39,T3C_bin_26,T3C_bin_44,T3C_bin_17,T3C_bin_15,T3C_bin_45,T3C_bin_37,T3C_bin_43,T3C_bin_30,T3C_bin_33,T3C_bin_42,T3C_bin_3,T3C_bin_6,T3C_bin_24,T3C_bin_23	0.875	48	0.9375	16
Lipoic acid biosynthesis, plants and bacteria, octanoyl-ACP => dihydrolipoyl-E2/H	0.44444847281157607	0.5049831448193951	0.3773190835929402	Control	M00881	T3J_bin_6,T3J_bin_3,T3J_bin_8,T3J_bin_7,T3J_bin_16,T3J_bin_1,T3J_bin_9,T3J_bin_2,T3J_bin_11,T3J_bin_12,T3J_bin_14,T3C_bin_36,T3C_bin_11,T3C_bin_40,T3C_bin_14,T3C_bin_9,T3C_bin_7,T3C_bin_16,T3C_bin_41,T3C_bin_35,T3C_bin_21,T3C_bin_19,T3C_bin_2,T3C_bin_18,T3C_bin_34,T3C_bin_27,T3C_bin_31,T3C_bin_22,T3C_bin_28,T3C_bin_5,T3C_bin_8,T3C_bin_10,T3C_bin_38,T3C_bin_4,T3C_bin_12,T3C_bin_26,T3C_bin_44,T3C_bin_17,T3C_bin_15,T3C_bin_37,T3C_bin_30,T3C_bin_48,T3C_bin_33,T3C_bin_6,T3C_bin_46,T3C_bin_24,T3C_bin_47,T3C_bin_23	0.7708333333333334	48	0.6875	16
Cysteine biosynthesis, serine => cysteine	0.44444722269961634	0.5049837438347408	0.3773190835929402	Control	M00021	T3J_bin_3,T3J_bin_8,T3J_bin_18,T3C_bin_36,T3C_bin_7,T3C_bin_16,T3C_bin_19,T3C_bin_2,T3C_bin_32,T3C_bin_28,T3C_bin_13,T3C_bin_38,T3C_bin_44,T3C_bin_33,T3C_bin_42,T3C_bin_23	0.2708333333333333	48	0.1875	16
Heme biosynthesis, plants and bacteria, glutamate => heme	0.38787933439510325	0.5334162251106062	0.3773190835929402	Control	M00121	T3J_bin_6,T3J_bin_3,T3J_bin_8,T3J_bin_7,T3J_bin_16,T3J_bin_1,T3J_bin_9,T3J_bin_18,T3J_bin_10,T3J_bin_12,T3C_bin_36,T3C_bin_11,T3C_bin_40,T3C_bin_14,T3C_bin_29,T3C_bin_9,T3C_bin_7,T3C_bin_16,T3C_bin_20,T3C_bin_41,T3C_bin_35,T3C_bin_21,T3C_bin_2,T3C_bin_18,T3C_bin_32,T3C_bin_34,T3C_bin_1,T3C_bin_31,T3C_bin_22,T3C_bin_28,T3C_bin_5,T3C_bin_13,T3C_bin_8,T3C_bin_10,T3C_bin_4,T3C_bin_12,T3C_bin_39,T3C_bin_26,T3C_bin_44,T3C_bin_17,T3C_bin_15,T3C_bin_45,T3C_bin_3,T3C_bin_46	0.7083333333333334	48	0.625	16
Ectoine biosynthesis, aspartate => ectoine	0.38787879024047145	0.5334165122265828	0.3773190835929402	Jelly	M00033	T3J_bin_6,T3J_bin_3,T3J_bin_9,T3C_bin_7,T3C_bin_16,T3C_bin_41,T3C_bin_35,T3C_bin_21,T3C_bin_2	0.125	48	0.1875	16
Adenine ribonucleotide degradation, AMP => Urate	0.3555556389816423	0.5509849408599912	0.3773190835929402	Jelly	M00958	T3J_bin_6,T3J_bin_3,T3J_bin_7,T3J_bin_9,T3J_bin_2,T3J_bin_17,T3J_bin_11,T3J_bin_18,T3J_bin_13,T3J_bin_12,T3J_bin_14,T3C_bin_36,T3C_bin_11,T3C_bin_40,T3C_bin_14,T3C_bin_29,T3C_bin_9,T3C_bin_7,T3C_bin_16,T3C_bin_20,T3C_bin_41,T3C_bin_35,T3C_bin_21,T3C_bin_19,T3C_bin_2,T3C_bin_18,T3C_bin_32,T3C_bin_34,T3C_bin_1,T3C_bin_27,T3C_bin_22,T3C_bin_38,T3C_bin_44,T3C_bin_45,T3C_bin_37,T3C_bin_43,T3C_bin_42,T3C_bin_6,T3C_bin_24,T3C_bin_23	0.6041666666666666	48	0.6875	16
Arginine biosynthesis, ornithine => arginine	0.3555556085522289	0.5509849579028304	0.3773190835929402	Control	M00844	T3J_bin_6,T3J_bin_3,T3J_bin_8,T3J_bin_7,T3J_bin_1,T3J_bin_9,T3J_bin_18,T3J_bin_5,T3J_bin_10,T3C_bin_36,T3C_bin_11,T3C_bin_40,T3C_bin_14,T3C_bin_29,T3C_bin_9,T3C_bin_7,T3C_bin_20,T3C_bin_41,T3C_bin_35,T3C_bin_21,T3C_bin_19,T3C_bin_2,T3C_bin_18,T3C_bin_32,T3C_bin_34,T3C_bin_1,T3C_bin_27,T3C_bin_22,T3C_bin_28,T3C_bin_13,T3C_bin_10,T3C_bin_39,T3C_bin_15,T3C_bin_43,T3C_bin_33,T3C_bin_42,T3C_bin_3,T3C_bin_6,T3C_bin_46,T3C_bin_24	0.6458333333333334	48	0.5625	16
Glutathione biosynthesis, glutamate => glutathione	0.3555556085522289	0.5509849579028304	0.3773190835929402	Control	M00118	T3J_bin_6,T3J_bin_3,T3J_bin_7,T3J_bin_1,T3J_bin_9,T3J_bin_17,T3J_bin_11,T3J_bin_10,T3J_bin_14,T3C_bin_36,T3C_bin_11,T3C_bin_40,T3C_bin_14,T3C_bin_29,T3C_bin_9,T3C_bin_7,T3C_bin_16,T3C_bin_20,T3C_bin_41,T3C_bin_35,T3C_bin_21,T3C_bin_19,T3C_bin_2,T3C_bin_18,T3C_bin_32,T3C_bin_34,T3C_bin_27,T3C_bin_22,T3C_bin_28,T3C_bin_10,T3C_bin_38,T3C_bin_39,T3C_bin_44,T3C_bin_15,T3C_bin_45,T3C_bin_43,T3C_bin_33,T3C_bin_3,T3C_bin_6,T3C_bin_24	0.6458333333333334	48	0.5625	16
Aerobactin biosynthesis, lysine => aerobactin	0.33862434024413834	0.5606243570816407	0.3773190835929402	Control	M00918	T3C_bin_6	0.02083333333333333	48	0	16
Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA	0.33862434024413834	0.5606243570816407	0.3773190835929402	Control	M00569	T3C_bin_35	0.02083333333333333	48	0	16
D-Galacturonate degradation (bacteria), D-galacturonate => pyruvate + D-glyceraldehyde 3P	0.33862434024413834	0.5606243570816407	0.3773190835929402	Control	M00631	T3C_bin_31	0.02083333333333333	48	0	16
Ectoine degradation, ectoine => aspartate	0.33862434024413834	0.5606243570816407	0.3773190835929402	Control	M00919	T3C_bin_20	0.02083333333333333	48	0	16
Formaldehyde assimilation, serine pathway	0.33862434024413834	0.5606243570816407	0.3773190835929402	Control	M00346	T3C_bin_35	0.02083333333333333	48	0	16
GABA biosynthesis, eukaryotes, putrescine => GABA	0.33862434024413834	0.5606243570816407	0.3773190835929402	Control	M00135	T3C_bin_1	0.02083333333333333	48	0	16
Methionine salvage pathway	0.33862434024413834	0.5606243570816407	0.3773190835929402	Control	M00034	T3C_bin_3	0.02083333333333333	48	0	16
Phthalate degradation, phthalate => protocatechuate	0.33862434024413834	0.5606243570816407	0.3773190835929402	Control	M00623	T3C_bin_11	0.02083333333333333	48	0	16
Pyridoxal-P biosynthesis, R5P + glyceraldehyde-3P + glutamine => pyridoxal-P	0.33862434024413834	0.5606243570816407	0.3773190835929402	Control	M00916	T3C_bin_13	0.02083333333333333	48	0	16
UDP-L-FucNAm biosynthesis	0.33862434024413834	0.5606243570816407	0.3773190835929402	Control	M00923	T3C_bin_33	0.02083333333333333	48	0	16
Urea cycle	0.33862434024413834	0.5606243570816407	0.3773190835929402	Control	M00029	T3C_bin_34	0.02083333333333333	48	0	16
beta-Lactam resistance, Bla system	0.33862434024413834	0.5606243570816407	0.3773190835929402	Control	M00627	T3C_bin_43	0.02083333333333333	48	0	16
Proline biosynthesis, glutamate => proline	0.3386243398425662	0.5606243573140659	0.3773190835929402	Control	M00015	T3J_bin_6,T3J_bin_3,T3J_bin_8,T3J_bin_7,T3J_bin_1,T3J_bin_17,T3J_bin_11,T3J_bin_12,T3C_bin_36,T3C_bin_11,T3C_bin_40,T3C_bin_14,T3C_bin_29,T3C_bin_9,T3C_bin_7,T3C_bin_16,T3C_bin_20,T3C_bin_41,T3C_bin_35,T3C_bin_21,T3C_bin_19,T3C_bin_18,T3C_bin_32,T3C_bin_34,T3C_bin_1,T3C_bin_27,T3C_bin_22,T3C_bin_28,T3C_bin_13,T3C_bin_10,T3C_bin_44,T3C_bin_15,T3C_bin_45,T3C_bin_43,T3C_bin_3,T3C_bin_24	0.5833333333333334	48	0.5	16
Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate	0.3333333333333332	0.5637028616507731	0.3773190835929402	Jelly	M00008	T3J_bin_6,T3J_bin_3,T3J_bin_8,T3J_bin_7,T3J_bin_1,T3J_bin_17,T3J_bin_5,T3J_bin_10,T3J_bin_14,T3C_bin_11,T3C_bin_40,T3C_bin_14,T3C_bin_16,T3C_bin_20,T3C_bin_35,T3C_bin_2,T3C_bin_18,T3C_bin_32,T3C_bin_34,T3C_bin_27,T3C_bin_22,T3C_bin_28,T3C_bin_38,T3C_bin_39,T3C_bin_45,T3C_bin_43,T3C_bin_33,T3C_bin_42,T3C_bin_25,T3C_bin_3,T3C_bin_6,T3C_bin_24	0.4791666666666667	48	0.5625	16
Anoxygenic photosystem II	0.3293353722197072	0.5660507073018847	0.3773190835929402	Control	M00597	T3J_bin_7,T3J_bin_14,T3C_bin_20,T3C_bin_19,T3C_bin_22,T3C_bin_28,T3C_bin_15,T3C_bin_45,T3C_bin_43,T3C_bin_42,T3C_bin_3	0.1875	48	0.125	16
Methionine degradation	0.3293353722197072	0.5660507073018847	0.3773190835929402	Control	M00035	T3J_bin_6,T3J_bin_16,T3C_bin_32,T3C_bin_1,T3C_bin_31,T3C_bin_5,T3C_bin_8,T3C_bin_4,T3C_bin_12,T3C_bin_17,T3C_bin_37	0.1875	48	0.125	16
D-galactonate degradation, De Ley-Doudoroff pathway, D-galactonate => glycerate-3P	0.2895927602127738	0.5904816173285569	0.38720421325290577	Jelly	M00552	T3J_bin_7,T3J_bin_17,T3J_bin_13,T3J_bin_12,T3C_bin_40,T3C_bin_20,T3C_bin_35,T3C_bin_18,T3C_bin_32,T3C_bin_34,T3C_bin_1,T3C_bin_22,T3C_bin_38	0.1875	48	0.25	16
Nitrate assimilation	0.2895927602127738	0.5904816173285569	0.38720421325290577	Jelly	M00615	T3J_bin_6,T3J_bin_3,T3J_bin_8,T3J_bin_18,T3C_bin_7,T3C_bin_16,T3C_bin_41,T3C_bin_35,T3C_bin_21,T3C_bin_2,T3C_bin_34,T3C_bin_6,T3C_bin_23	0.1875	48	0.25	16
Menaquinone biosynthesis, chorismate (+ polyprenyl-PP) => menaquinol	0.24521073694300444	0.6204677186100548	0.4003575123395581	Jelly	M00116	T3J_bin_3,T3J_bin_18,T3C_bin_31,T3C_bin_8,T3C_bin_17,T3C_bin_37	0.08333333333333333	48	0.125	16
Phosphatidylcholine (PC) biosynthesis, PE => PC	0.24521073694300444	0.6204677186100548	0.4003575123395581	Jelly	M00091	T3J_bin_7,T3J_bin_16,T3C_bin_20,T3C_bin_21,T3C_bin_45,T3C_bin_43	0.08333333333333333	48	0.125	16
Leucine degradation, leucine => acetoacetate + acetyl-CoA	0.21262465590898075	0.6447179576495001	0.41270338005872076	Jelly	M00036	T3J_bin_6,T3J_bin_8,T3J_bin_7,T3J_bin_16,T3J_bin_13,T3J_bin_5,T3C_bin_11,T3C_bin_7,T3C_bin_20,T3C_bin_41,T3C_bin_35,T3C_bin_19,T3C_bin_2,T3C_bin_18,T3C_bin_34,T3C_bin_1,T3C_bin_27,T3C_bin_22,T3C_bin_8,T3C_bin_43,T3C_bin_24	0.3125	48	0.375	16
Heme biosynthesis, bacteria, glutamyl-tRNA => coproporphyrin III => heme	0.20360553501004128	0.6518261678628429	0.41396809837832915	Control	M00926	T3J_bin_6,T3J_bin_3,T3J_bin_16,T3J_bin_1,T3J_bin_18,T3C_bin_7,T3C_bin_16,T3C_bin_41,T3C_bin_21,T3C_bin_2,T3C_bin_1,T3C_bin_31,T3C_bin_28,T3C_bin_5,T3C_bin_13,T3C_bin_8,T3C_bin_10,T3C_bin_4,T3C_bin_12,T3C_bin_26,T3C_bin_17,T3C_bin_15,T3C_bin_3	0.375	48	0.3125	16
Nucleotide sugar biosynthesis, glucose => UDP-glucose	0.18916256164249334	0.6636145259359421	0.4181621480660751	Jelly	M00549	T3J_bin_6,T3J_bin_3,T3J_bin_8,T3J_bin_7,T3J_bin_9,T3J_bin_2,T3J_bin_5,T3J_bin_12,T3C_bin_11,T3C_bin_40,T3C_bin_14,T3C_bin_29,T3C_bin_9,T3C_bin_16,T3C_bin_20,T3C_bin_41,T3C_bin_35,T3C_bin_19,T3C_bin_2,T3C_bin_18,T3C_bin_32,T3C_bin_34,T3C_bin_27,T3C_bin_13,T3C_bin_38,T3C_bin_43,T3C_bin_33,T3C_bin_25,T3C_bin_24	0.4375	48	0.5	16
Galactose degradation, Leloir pathway, galactose => alpha-D-glucose-1P	0.1580246913997301	0.6909816847556346	0.42221281294401286	Jelly	M00632	T3J_bin_3,T3J_bin_8,T3J_bin_10,T3C_bin_40,T3C_bin_32,T3C_bin_28,T3C_bin_17,T3C_bin_43,T3C_bin_33,T3C_bin_3	0.14583333333333334	48	0.1875	16
Thiamine salvage pathway, HMP/HET => TMP	0.1580246913997301	0.6909816847556346	0.42221281294401286	Jelly	M00899	T3J_bin_3,T3J_bin_7,T3J_bin_18,T3C_bin_20,T3C_bin_19,T3C_bin_18,T3C_bin_27,T3C_bin_38,T3C_bin_24,T3C_bin_23	0.14583333333333334	48	0.1875	16
Ornithine biosynthesis, glutamate => ornithine	0.15802469139973002	0.6909816847556346	0.42221281294401286	Control	M00028	T3J_bin_6,T3J_bin_3,T3J_bin_8,T3J_bin_7,T3J_bin_1,T3J_bin_9,T3J_bin_17,T3J_bin_11,T3J_bin_18,T3J_bin_5,T3J_bin_10,T3J_bin_12,T3J_bin_14,T3C_bin_36,T3C_bin_11,T3C_bin_40,T3C_bin_14,T3C_bin_29,T3C_bin_9,T3C_bin_7,T3C_bin_16,T3C_bin_20,T3C_bin_41,T3C_bin_35,T3C_bin_21,T3C_bin_19,T3C_bin_2,T3C_bin_18,T3C_bin_32,T3C_bin_34,T3C_bin_1,T3C_bin_27,T3C_bin_31,T3C_bin_22,T3C_bin_28,T3C_bin_5,T3C_bin_13,T3C_bin_8,T3C_bin_10,T3C_bin_38,T3C_bin_12,T3C_bin_39,T3C_bin_26,T3C_bin_17,T3C_bin_15,T3C_bin_48,T3C_bin_33,T3C_bin_42,T3C_bin_3,T3C_bin_6,T3C_bin_46,T3C_bin_24,T3C_bin_47,T3C_bin_23	0.8541666666666666	48	0.8125	16
PRPP biosynthesis, ribose 5P => PRPP	0.15802469139973002	0.6909816847556346	0.42221281294401286	Control	M00005	T3J_bin_6,T3J_bin_3,T3J_bin_8,T3J_bin_7,T3J_bin_16,T3J_bin_2,T3J_bin_17,T3J_bin_11,T3J_bin_18,T3J_bin_13,T3J_bin_5,T3J_bin_10,T3J_bin_14,T3C_bin_36,T3C_bin_11,T3C_bin_40,T3C_bin_14,T3C_bin_29,T3C_bin_9,T3C_bin_7,T3C_bin_16,T3C_bin_20,T3C_bin_41,T3C_bin_35,T3C_bin_21,T3C_bin_19,T3C_bin_2,T3C_bin_18,T3C_bin_32,T3C_bin_34,T3C_bin_1,T3C_bin_27,T3C_bin_31,T3C_bin_22,T3C_bin_13,T3C_bin_8,T3C_bin_10,T3C_bin_38,T3C_bin_12,T3C_bin_26,T3C_bin_44,T3C_bin_17,T3C_bin_15,T3C_bin_45,T3C_bin_37,T3C_bin_43,T3C_bin_30,T3C_bin_48,T3C_bin_33,T3C_bin_42,T3C_bin_3,T3C_bin_6,T3C_bin_24,T3C_bin_23	0.8541666666666666	48	0.8125	16
C1-unit interconversion, prokaryotes	0.12190512953482296	0.72697733852495094	0.43757739519958283	Jelly	M00140	T3J_bin_3,T3J_bin_7,T3J_bin_2,T3J_bin_14,T3C_bin_11,T3C_bin_40,T3C_bin_20,T3C_bin_35,T3C_bin_18,T3C_bin_27,T3C_bin_22,T3C_bin_38,T3C_bin_15,T3C_bin_23	0.20833333333333337	48	0.25	16
Gluconeogenesis, oxaloacetate => fructose-6P	0.1219051295348227	0.7269773385249512	0.43757739519958283	Control	M00003	T3J_bin_6,T3J_bin_3,T3J_bin_8,T3J_bin_7,T3J_bin_16,T3J_bin_1,T3J_bin_9,T3J_bin_17,T3J_bin_11,T3J_bin_18,T3J_bin_10,T3J_bin_12,T3C_bin_36,T3C_bin_11,T3C_bin_40,T3C_bin_14,T3C_bin_29,T3C_bin_9,T3C_bin_7,T3C_bin_16,T3C_bin_20,T3C_bin_41,T3C_bin_35,T3C_bin_19,T3C_bin_2,T3C_bin_18,T3C_bin_32,T3C_bin_34,T3C_bin_1,T3C_bin_27,T3C_bin_22,T3C_bin_28,T3C_bin_5,T3C_bin_13,T3C_bin_8,T3C_bin_10,T3C_bin_38,T3C_bin_12,T3C_bin_39,T3C_bin_44,T3C_bin_15,T3C_bin_45,T3C_bin_37,T3C_bin_43,T3C_bin_30,T3C_bin_33,T3C_bin_42,T3C_bin_24,T3C_bin_47,T3C_bin_23	0.7916666666666666	48	0.75	16
Denitrification, nitrate => nitrogen	0.11657571591435005	0.7327784927451007	0.4378020084419687	Jelly	M00529	T3J_bin_9,T3C_bin_41,T3C_bin_6	0.04166666666666666	48	0.0625	16
Cytochrome bc1 complex respiratory unit	0.0863697708935374	0.7688439894053734	0.4514404187638013	Control	M00151	T3J_bin_6,T3J_bin_3,T3J_bin_8,T3J_bin_7,T3J_bin_1,T3J_bin_17,T3J_bin_11,T3J_bin_18,T3J_bin_10,T3C_bin_36,T3C_bin_11,T3C_bin_40,T3C_bin_14,T3C_bin_29,T3C_bin_9,T3C_bin_7,T3C_bin_20,T3C_bin_35,T3C_bin_21,T3C_bin_19,T3C_bin_2,T3C_bin_18,T3C_bin_32,T3C_bin_34,T3C_bin_1,T3C_bin_27,T3C_bin_22,T3C_bin_13,T3C_bin_10,T3C_bin_38,T3C_bin_39,T3C_bin_44,T3C_bin_15,T3C_bin_43,T3C_bin_33,T3C_bin_3,T3C_bin_6,T3C_bin_24	0.6041666666666666	48	0.5625	16
Methionine biosynthesis, aspartate => homoserine => methionine	0.08366013072465361	0.772397256667983	0.4514404187638013	Control	M00017	T3J_bin_3,T3J_bin_8,T3J_bin_7,T3J_bin_18,T3J_bin_5,T3J_bin_12,T3J_bin_14,T3C_bin_36,T3C_bin_11,T3C_bin_40,T3C_bin_14,T3C_bin_29,T3C_bin_9,T3C_bin_20,T3C_bin_35,T3C_bin_19,T3C_bin_2,T3C_bin_32,T3C_bin_1,T3C_bin_31,T3C_bin_22,T3C_bin_5,T3C_bin_8,T3C_bin_10,T3C_bin_38,T3C_bin_4,T3C_bin_17,T3C_bin_43,T3C_bin_48,T3C_bin_3	0.4791666666666667	48	0.4375	16
Siroheme biosynthesis, glutamyl-tRNA => siroheme	0.0836601307246534	0.7723972566679833	0.4514404187638013	Jelly	M00846	T3J_bin_6,T3J_bin_3,T3J_bin_8,T3J_bin_16,T3J_bin_1,T3J_bin_9,T3J_bin_18,T3J_bin_10,T3J_bin_12,T3C_bin_11,T3C_bin_40,T3C_bin_29,T3C_bin_7,T3C_bin_16,T3C_bin_41,T3C_bin_21,T3C_bin_2,T3C_bin_34,T3C_bin_1,T3C_bin_31,T3C_bin_28,T3C_bin_5,T3C_bin_13,T3C_bin_8,T3C_bin_10,T3C_bin_4,T3C_bin_12,T3C_bin_39,T3C_bin_26,T3C_bin_17,T3C_bin_15,T3C_bin_33,T3C_bin_3,T3C_bin_46	0.5208333333333334	48	0.5625	16
Guanine ribonucleotide biosynthesis, IMP => GDP,GTP	0.043097729801334916	0.8355413611596718	0.47706298392630864	Jelly	M00050	T3J_bin_6,T3J_bin_3,T3J_bin_8,T3J_bin_7,T3J_bin_16,T3J_bin_1,T3J_bin_9,T3J_bin_2,T3J_bin_17,T3J_bin_18,T3J_bin_13,T3J_bin_5,T3J_bin_12,T3J_bin_14,T3C_bin_36,T3C_bin_11,T3C_bin_40,T3C_bin_14,T3C_bin_29,T3C_bin_9,T3C_bin_7,T3C_bin_16,T3C_bin_20,T3C_bin_41,T3C_bin_35,T3C_bin_21,T3C_bin_19,T3C_bin_2,T3C_bin_18,T3C_bin_32,T3C_bin_34,T3C_bin_1,T3C_bin_27,T3C_bin_31,T3C_bin_22,T3C_bin_28,T3C_bin_5,T3C_bin_13,T3C_bin_8,T3C_bin_38,T3C_bin_12,T3C_bin_39,T3C_bin_26,T3C_bin_44,T3C_bin_17,T3C_bin_15,T3C_bin_37,T3C_bin_43,T3C_bin_48,T3C_bin_33,T3C_bin_3,T3C_bin_6,T3C_bin_46,T3C_bin_47,T3C_bin_23	0.8541666666666666	48	0.875	16
Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P	0.043097729801334916	0.8355413611596718	0.47706298392630864	Jelly	M00007	T3J_bin_6,T3J_bin_3,T3J_bin_8,T3J_bin_7,T3J_bin_16,T3J_bin_1,T3J_bin_9,T3J_bin_2,T3J_bin_17,T3J_bin_11,T3J_bin_13,T3J_bin_5,T3J_bin_10,T3J_bin_14,T3C_bin_36,T3C_bin_11,T3C_bin_40,T3C_bin_14,T3C_bin_29,T3C_bin_9,T3C_bin_7,T3C_bin_16,T3C_bin_20,T3C_bin_41,T3C_bin_35,T3C_bin_21,T3C_bin_19,T3C_bin_2,T3C_bin_18,T3C_bin_32,T3C_bin_34,T3C_bin_1,T3C_bin_27,T3C_bin_31,T3C_bin_22,T3C_bin_28,T3C_bin_5,T3C_bin_13,T3C_bin_8,T3C_bin_10,T3C_bin_38,T3C_bin_12,T3C_bin_39,T3C_bin_26,T3C_bin_44,T3C_bin_15,T3C_bin_45,T3C_bin_37,T3C_bin_48,T3C_bin_33,T3C_bin_42,T3C_bin_3,T3C_bin_6,T3C_bin_24,T3C_bin_23	0.8541666666666666	48	0.875	16
Pyrimidine degradation, uracil => beta-alanine, thymine => 3-aminoisobutanoate	0.04309772980133479	0.8355413611596719	0.47706298392630864	Control	M00046	T3J_bin_7,T3J_bin_13,T3C_bin_40,T3C_bin_20,T3C_bin_35,T3C_bin_32,T3C_bin_34,T3C_bin_38,T3C_bin_42	0.14583333333333334	48	0.125	16
Nucleotide sugar biosynthesis, galactose => UDP-galactose	0.03659246517437056	0.8482971644450187	0.47706298392630864	Jelly	M00554	T3J_bin_3,T3J_bin_8,T3J_bin_10,T3C_bin_40,T3C_bin_32,T3C_bin_28,T3C_bin_39,T3C_bin_17,T3C_bin_43,T3C_bin_33,T3C_bin_3	0.16666666666666666	48	0.1875	16
Reductive pentose phosphate cycle (Calvin cycle)	0.03659246517437056	0.8482971644450187	0.47706298392630864	Jelly	M00165	T3J_bin_8,T3J_bin_7,T3J_bin_1,T3C_bin_36,T3C_bin_20,T3C_bin_35,T3C_bin_19,T3C_bin_34,T3C_bin_39,T3C_bin_43,T3C_bin_33	0.16666666666666666	48	0.1875	16
Assimilatory sulfate reduction, sulfate => H2S	0.032176979100010265	0.8576397836692856	0.47706298392630864	Control	M00176	T3J_bin_6,T3J_bin_3,T3J_bin_8,T3C_bin_36,T3C_bin_7,T3C_bin_16,T3C_bin_2,T3C_bin_34,T3C_bin_28,T3C_bin_43,T3C_bin_33,T3C_bin_25,T3C_bin_6	0.20833333333333337	48	0.1875	16
Ubiquinone biosynthesis, prokaryotes, chorismate (+ polyprenyl-PP) => ubiquinol	0.032176979100010265	0.8576397836692856	0.47706298392630864	Control	M00117	T3J_bin_6,T3J_bin_3,T3J_bin_8,T3C_bin_7,T3C_bin_16,T3C_bin_41,T3C_bin_21,T3C_bin_2,T3C_bin_1,T3C_bin_28,T3C_bin_15,T3C_bin_33,T3C_bin_46	0.20833333333333337	48	0.1875	16
KDO2-lipid A biosynthesis, Raetz pathway, non-LpxL-LpxM type	0.024951268179285745	0.8744885513230436	0.48165751497576326	Control	M00866	T3J_bin_6,T3J_bin_3,T3J_bin_8,T3J_bin_7,T3J_bin_1,T3J_bin_17,T3J_bin_11,T3J_bin_18,T3J_bin_13,T3J_bin_10,T3J_bin_12,T3C_bin_36,T3C_bin_11,T3C_bin_40,T3C_bin_14,T3C_bin_29,T3C_bin_9,T3C_bin_7,T3C_bin_16,T3C_bin_20,T3C_bin_41,T3C_bin_35,T3C_bin_21,T3C_bin_19,T3C_bin_2,T3C_bin_18,T3C_bin_32,T3C_bin_34,T3C_bin_1,T3C_bin_27,T3C_bin_31,T3C_bin_22,T3C_bin_28,T3C_bin_5,T3C_bin_8,T3C_bin_38,T3C_bin_12,T3C_bin_39,T3C_bin_44,T3C_bin_17,T3C_bin_15,T3C_bin_45,T3C_bin_42,T3C_bin_24,T3C_bin_23	0.7083333333333334	48	0.6875	16
UDP-N-acetyl-D-glucosamine biosynthesis, prokaryotes, glucose => UDP-GlcNAc	0.0236249539170815	0.8778430427371622	0.48165751497576326	Jelly	M00909	T3J_bin_6,T3J_bin_3,T3J_bin_8,T3J_bin_7,T3J_bin_1,T3J_bin_2,T3J_bin_17,T3J_bin_18,T3J_bin_13,T3J_bin_5,T3J_bin_10,T3C_bin_36,T3C_bin_11,T3C_bin_40,T3C_bin_14,T3C_bin_29,T3C_bin_9,T3C_bin_7,T3C_bin_16,T3C_bin_20,T3C_bin_41,T3C_bin_35,T3C_bin_21,T3C_bin_19,T3C_bin_18,T3C_bin_32,T3C_bin_34,T3C_bin_1,T3C_bin_27,T3C_bin_28,T3C_bin_13,T3C_bin_10,T3C_bin_38,T3C_bin_39,T3C_bin_44,T3C_bin_15,T3C_bin_45,T3C_bin_43,T3C_bin_33,T3C_bin_42,T3C_bin_3,T3C_bin_6,T3C_bin_24	0.6666666666666666	48	0.6875	16
beta-Oxidation	0.021018062397613856	0.8847297613801712	0.48215616619342394	Control	M00087	T3J_bin_3,T3J_bin_8,T3J_bin_16,T3J_bin_9,T3J_bin_17,T3J_bin_11,T3J_bin_13,T3C_bin_11,T3C_bin_40,T3C_bin_14,T3C_bin_29,T3C_bin_16,T3C_bin_41,T3C_bin_21,T3C_bin_2,T3C_bin_18,T3C_bin_32,T3C_bin_27,T3C_bin_31,T3C_bin_22,T3C_bin_28,T3C_bin_10,T3C_bin_38,T3C_bin_17,T3C_bin_15,T3C_bin_3,T3C_bin_46,T3C_bin_24,T3C_bin_23	0.4583333333333333	48	0.4375	16
